tstamp,repository_name,url,forks_count,total_releases,latest_release,release_date,stars,open_issues,contributors_count,discussions
2025-07-10 12:38:12,CSIRO-enviro-informatics/ckanext-digitalassetfields,https://github.com/CSIRO-enviro-informatics/ckanext-digitalassetfields,2,1,v0.1,2018-12-05,0,0,4,FALSE
2025-07-10 12:39:54,CSIRO-enviro-informatics/ckanext-user_opt_in,https://github.com/CSIRO-enviro-informatics/ckanext-user_opt_in,2,1,v0.1,2018-09-17,1,0,3,FALSE
2025-07-10 12:35:28,Cadasta/ckanext-project,https://github.com/Cadasta/ckanext-project,3,0,No releases,No releases,1,14,5,FALSE
2025-07-10 12:41:07,Chealer/ckanext-categroupy,https://github.com/Chealer/ckanext-categroupy,0,1,v0.1,2020-04-21,2,0,1,FALSE
2025-07-10 12:47:22,City-of-Bloomington/ckanext-cob,https://github.com/City-of-Bloomington/ckanext-cob,0,1,0.1.0,2019-02-21,0,1,5,FALSE
2025-07-10 12:46:03,City-of-Helsinki/ckanext-hoi,https://github.com/City-of-Helsinki/ckanext-hoi,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:34:03,CityOfPhiladelphia/ckanext-highlight-related-items,https://github.com/CityOfPhiladelphia/ckanext-highlight-related-items,3,0,No releases,No releases,3,0,2,FALSE
2025-07-10 12:44:23,CiudadesAbiertas/ckanext-abrircon,https://github.com/CiudadesAbiertas/ckanext-abrircon,1,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:52:30,CivityNL/ckanext-fairdatapoint,https://github.com/CivityNL/ckanext-fairdatapoint,2,3,0.0.3,2024-03-22,1,2,6,FALSE
2025-07-10 12:44:42,CivityNL/ckanext-portal,https://github.com/CivityNL/ckanext-portal,0,0,No releases,No releases,0,0,4,FALSE
2025-07-10 12:43:34,CivityNL/ckanext-tracker,https://github.com/CivityNL/ckanext-tracker,0,0,No releases,No releases,0,1,4,FALSE
2025-07-10 12:50:36,Clairewjlee/ckanext-categories,https://github.com/Clairewjlee/ckanext-categories,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:51:49,CodeForAfrica/ckanext-embed,https://github.com/CodeForAfrica/ckanext-embed,1,0,No releases,No releases,0,2,1,FALSE
2025-07-10 12:42:58,CodeForAfrica/ckanext-followy,https://github.com/CodeForAfrica/ckanext-followy,1,0,No releases,No releases,1,3,1,FALSE
2025-07-10 12:46:26,CodeForAfrica/ckanext-kyelatheme,https://github.com/CodeForAfrica/ckanext-kyelatheme,1,0,No releases,No releases,0,0,0,FALSE
2025-07-10 12:32:08,CodeForAfrica/ckanext-notify,https://github.com/CodeForAfrica/ckanext-notify,5,0,No releases,No releases,2,10,2,FALSE
2025-07-10 12:28:40,CodeForAfrica/ckanext-openafrica,https://github.com/CodeForAfrica/ckanext-openafrica,13,0,No releases,No releases,10,12,7,FALSE
2025-07-10 12:56:59,CodeForAfrica/ckanext-opengovharvester,https://github.com/CodeForAfrica/ckanext-opengovharvester,0,0,No releases,No releases,0,0,0,FALSE
2025-07-10 12:35:41,CodeForAfrica/ckanext-social,https://github.com/CodeForAfrica/ckanext-social,3,0,No releases,No releases,0,3,4,FALSE
2025-07-10 12:33:11,CodeForAfrica/ckanext-socialite,https://github.com/CodeForAfrica/ckanext-socialite,5,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:32:11,CodeandoMexico/ckanext-datamx_theme,https://github.com/CodeandoMexico/ckanext-datamx_theme,4,0,No releases,No releases,4,6,5,FALSE
2025-07-10 12:35:44,CodeandoMexico/ckanext-openrefine,https://github.com/CodeandoMexico/ckanext-openrefine,3,0,No releases,No releases,1,1,3,FALSE
2025-07-10 12:37:46,CodeandoMexico/ckanext-widgets,https://github.com/CodeandoMexico/ckanext-widgets,2,0,No releases,No releases,0,6,1,FALSE
2025-07-10 12:51:50,ConocimientoAbierto/ckanext-evaluator,https://github.com/ConocimientoAbierto/ckanext-evaluator,0,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:42:26,DCOR-dev/ckanext-dc_view,https://github.com/DCOR-dev/ckanext-dc_view,0,0,No releases,No releases,2,1,2,FALSE
2025-07-10 12:33:28,DEFRA/ckanext-defra,https://github.com/DEFRA/ckanext-defra,3,0,No releases,No releases,3,0,2,FALSE
2025-07-10 12:35:31,DEFRA/ckanext-defrareports,https://github.com/DEFRA/ckanext-defrareports,3,0,No releases,No releases,0,2,2,FALSE
2025-07-10 12:30:54,DanePubliczneGovPl/ckanext-danepubliczne,https://github.com/DanePubliczneGovPl/ckanext-danepubliczne,4,0,No releases,No releases,10,67,4,FALSE
2025-07-10 12:44:11,DataDotUG/ckanext-ddug,https://github.com/DataDotUG/ckanext-ddug,0,0,No releases,No releases,0,7,1,FALSE
2025-07-10 12:35:37,DataShades/ckanext-accessrequests,https://github.com/DataShades/ckanext-accessrequests,3,0,No releases,No releases,0,0,5,FALSE
2025-07-10 12:33:18,DataShades/ckanext-acl,https://github.com/DataShades/ckanext-acl,5,0,No releases,No releases,1,1,1,FALSE
2025-07-10 12:38:56,DataShades/ckanext-admin-panel,https://github.com/DataShades/ckanext-admin-panel,0,0,No releases,No releases,6,2,3,FALSE
2025-07-10 12:54:05,DataShades/ckanext-alias,https://github.com/DataShades/ckanext-alias,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:37:24,DataShades/ckanext-charts,https://github.com/DataShades/ckanext-charts,3,1,v1.9.0,2025-04-24,9,2,4,FALSE
2025-07-10 12:54:12,DataShades/ckanext-chatbot,https://github.com/DataShades/ckanext-chatbot,0,0,No releases,No releases,0,1,1,FALSE
2025-07-10 12:39:23,DataShades/ckanext-check-link,https://github.com/DataShades/ckanext-check-link,2,0,No releases,No releases,0,1,3,FALSE
2025-07-10 12:49:53,DataShades/ckanext-clamav,https://github.com/DataShades/ckanext-clamav,3,0,No releases,No releases,1,3,3,FALSE
2025-07-10 12:30:24,DataShades/ckanext-cloudconnector,https://github.com/DataShades/ckanext-cloudconnector,5,0,No releases,No releases,8,2,2,FALSE
2025-07-10 12:31:14,DataShades/ckanext-comments,https://github.com/DataShades/ckanext-comments,7,0,No releases,No releases,4,3,2,FALSE
2025-07-10 12:39:13,DataShades/ckanext-composite-search,https://github.com/DataShades/ckanext-composite-search,2,0,No releases,No releases,1,1,2,FALSE
2025-07-10 12:54:00,DataShades/ckanext-core-fix,https://github.com/DataShades/ckanext-core-fix,0,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:33:40,DataShades/ckanext-create_typed_package,https://github.com/DataShades/ckanext-create_typed_package,3,0,No releases,No releases,5,1,4,FALSE
2025-07-10 12:53:27,DataShades/ckanext-datavic-stats,https://github.com/DataShades/ckanext-datavic-stats,1,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:53:26,DataShades/ckanext-disable_related,https://github.com/DataShades/ckanext-disable_related,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:36:03,DataShades/ckanext-drupal-api,https://github.com/DataShades/ckanext-drupal-api,3,0,No releases,No releases,1,0,5,FALSE
2025-07-10 12:53:41,DataShades/ckanext-drupal-idp,https://github.com/DataShades/ckanext-drupal-idp,1,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:36:54,DataShades/ckanext-drupal_menu_sync,https://github.com/DataShades/ckanext-drupal_menu_sync,3,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:39:02,DataShades/ckanext-ds-stats,https://github.com/DataShades/ckanext-ds-stats,2,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:53:44,DataShades/ckanext-duo,https://github.com/DataShades/ckanext-duo,0,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:54:14,DataShades/ckanext-event-audit,https://github.com/DataShades/ckanext-event-audit,0,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:53:52,DataShades/ckanext-example_static,https://github.com/DataShades/ckanext-example_static,0,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:37:44,DataShades/ckanext-excelimport,https://github.com/DataShades/ckanext-excelimport,2,0,No releases,No releases,1,1,1,FALSE
2025-07-10 12:35:56,DataShades/ckanext-extend-search,https://github.com/DataShades/ckanext-extend-search,3,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:54:01,DataShades/ckanext-federated-index,https://github.com/DataShades/ckanext-federated-index,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:36:46,DataShades/ckanext-files,https://github.com/DataShades/ckanext-files,2,0,No releases,No releases,15,3,2,FALSE
2025-07-10 12:53:51,DataShades/ckanext-flakes,https://github.com/DataShades/ckanext-flakes,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:53:40,DataShades/ckanext-fpx,https://github.com/DataShades/ckanext-fpx,1,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:35:12,DataShades/ckanext-githubrepopreview,https://github.com/DataShades/ckanext-githubrepopreview,2,0,No releases,No releases,3,2,0,FALSE
2025-07-10 12:53:35,DataShades/ckanext-google_user,https://github.com/DataShades/ckanext-google_user,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:34:32,DataShades/ckanext-harvest-basket,https://github.com/DataShades/ckanext-harvest-basket,2,0,No releases,No releases,7,1,4,FALSE
2025-07-10 12:53:32,DataShades/ckanext-hierarchy_search,https://github.com/DataShades/ckanext-hierarchy_search,1,0,No releases,No releases,0,0,3,FALSE
2025-07-10 12:53:31,DataShades/ckanext-ingest,https://github.com/DataShades/ckanext-ingest,1,0,No releases,No releases,0,2,2,FALSE
2025-07-10 12:53:46,DataShades/ckanext-iso19115,https://github.com/DataShades/ckanext-iso19115,1,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:39:07,DataShades/ckanext-js-tweaks,https://github.com/DataShades/ckanext-js-tweaks,2,0,No releases,No releases,0,0,4,FALSE
2025-07-10 12:53:43,DataShades/ckanext-latex,https://github.com/DataShades/ckanext-latex,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:42:39,DataShades/ckanext-let-me-in,https://github.com/DataShades/ckanext-let-me-in,0,0,No releases,No releases,3,0,2,FALSE
2025-07-10 12:46:06,DataShades/ckanext-mailcraft,https://github.com/DataShades/ckanext-mailcraft,1,0,No releases,No releases,4,1,3,FALSE
2025-07-10 12:49:04,DataShades/ckanext-message,https://github.com/DataShades/ckanext-message,0,0,No releases,No releases,1,0,0,FALSE
2025-07-10 12:35:21,DataShades/ckanext-metaexport,https://github.com/DataShades/ckanext-metaexport,3,0,No releases,No releases,0,1,7,FALSE
2025-07-10 12:43:21,DataShades/ckanext-metatags,https://github.com/DataShades/ckanext-metatags,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:38:42,DataShades/ckanext-msal,https://github.com/DataShades/ckanext-msal,2,0,No releases,No releases,1,1,3,FALSE
2025-07-10 12:49:48,DataShades/ckanext-nswdesignsystem,https://github.com/DataShades/ckanext-nswdesignsystem,1,0,No releases,No releases,2,0,3,FALSE
2025-07-10 12:31:56,DataShades/ckanext-oidc-pkce,https://github.com/DataShades/ckanext-oidc-pkce,7,0,No releases,No releases,4,2,6,FALSE
2025-07-10 12:46:58,DataShades/ckanext-ondc,https://github.com/DataShades/ckanext-ondc,0,0,No releases,No releases,0,0,3,FALSE
2025-07-10 12:53:38,DataShades/ckanext-or_facet,https://github.com/DataShades/ckanext-or_facet,1,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:54:09,DataShades/ckanext-permissions,https://github.com/DataShades/ckanext-permissions,1,0,No releases,No releases,3,1,2,FALSE
2025-07-10 12:54:06,DataShades/ckanext-pygments,https://github.com/DataShades/ckanext-pygments,0,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:35:53,DataShades/ckanext-recaptcha,https://github.com/DataShades/ckanext-recaptcha,3,0,No releases,No releases,0,1,1,FALSE
2025-07-10 12:53:34,DataShades/ckanext-resource_indexer,https://github.com/DataShades/ckanext-resource_indexer,1,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:54:08,DataShades/ckanext-s3-exporter,https://github.com/DataShades/ckanext-s3-exporter,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:49:59,DataShades/ckanext-saml,https://github.com/DataShades/ckanext-saml,1,0,No releases,No releases,4,0,4,FALSE
2025-07-10 12:54:18,DataShades/ckanext-scss,https://github.com/DataShades/ckanext-scss,1,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:53:55,DataShades/ckanext-search-preset,https://github.com/DataShades/ckanext-search-preset,1,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:53:58,DataShades/ckanext-search-schema,https://github.com/DataShades/ckanext-search-schema,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:36:11,DataShades/ckanext-search-tweaks,https://github.com/DataShades/ckanext-search-tweaks,3,1,v0.2.6,2021-06-30,2,0,3,FALSE
2025-07-10 12:35:36,DataShades/ckanext-searchfed,https://github.com/DataShades/ckanext-searchfed,3,0,No releases,No releases,0,0,7,FALSE
2025-07-10 12:52:33,DataShades/ckanext-selfinfo,https://github.com/DataShades/ckanext-selfinfo,5,4,v1.2.1,2025-06-07,12,4,3,FALSE
2025-07-10 12:53:49,DataShades/ckanext-shopping-cart,https://github.com/DataShades/ckanext-shopping-cart,1,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:54:17,DataShades/ckanext-sk-demo,https://github.com/DataShades/ckanext-sk-demo,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:54:15,DataShades/ckanext-snap,https://github.com/DataShades/ckanext-snap,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:53:29,DataShades/ckanext-statsresources,https://github.com/DataShades/ckanext-statsresources,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:37:41,DataShades/ckanext-textcaptcha,https://github.com/DataShades/ckanext-textcaptcha,2,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:49:50,DataShades/ckanext-thumbnailer,https://github.com/DataShades/ckanext-thumbnailer,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:47:12,DataShades/ckanext-toolbelt,https://github.com/DataShades/ckanext-toolbelt,0,0,No releases,No releases,1,1,1,FALSE
2025-07-10 12:54:03,DataShades/ckanext-tour,https://github.com/DataShades/ckanext-tour,1,0,No releases,No releases,1,2,2,FALSE
2025-07-10 12:53:48,DataShades/ckanext-transmute,https://github.com/DataShades/ckanext-transmute,1,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:49:02,DataShades/ckanext-twitterview,https://github.com/DataShades/ckanext-twitterview,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:41:12,DataShades/ckanext-unfold,https://github.com/DataShades/ckanext-unfold,1,0,No releases,No releases,5,1,2,FALSE
2025-07-10 12:53:57,DataShades/ckanext-vip-portal,https://github.com/DataShades/ckanext-vip-portal,1,0,No releases,No releases,1,0,2,FALSE
2025-07-10 12:31:16,DataShades/ckanext-workflow,https://github.com/DataShades/ckanext-workflow,7,0,No releases,No releases,2,0,1,FALSE
2025-07-10 12:47:06,DataShades/ckanext-wysiwyg,https://github.com/DataShades/ckanext-wysiwyg,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:41:27,DataSpace-Mobility/ckanext-dataspace,https://github.com/DataSpace-Mobility/ckanext-dataspace,1,0,No releases,No releases,2,3,1,FALSE
2025-07-10 12:49:40,Drexel-UHC/ckanext-pagessearch,https://github.com/Drexel-UHC/ckanext-pagessearch,0,1,1.0.0,2023-06-01,0,0,1,FALSE
2025-07-10 12:32:16,EUDAT-B2FIND/ckanext-b2find,https://github.com/EUDAT-B2FIND/ckanext-b2find,4,6,v3.1.0,2025-06-30,5,1,6,FALSE
2025-07-10 12:29:44,EUDAT-B2FIND/ckanext-datesearch,https://github.com/EUDAT-B2FIND/ckanext-datesearch,13,0,No releases,No releases,4,1,2,FALSE
2025-07-10 12:33:51,EUDAT-B2FIND/ckanext-oaipmh-server,https://github.com/EUDAT-B2FIND/ckanext-oaipmh-server,5,1,v1.0.0,2025-06-30,3,1,12,FALSE
2025-07-10 12:34:17,EUDAT-B2FIND/ckanext-timeline,https://github.com/EUDAT-B2FIND/ckanext-timeline,4,0,No releases,No releases,1,0,3,FALSE
2025-07-10 12:32:41,Edouard-Legoupil/ckanext-unhcr,https://github.com/Edouard-Legoupil/ckanext-unhcr,6,0,No releases,No releases,1,0,4,FALSE
2025-07-10 12:49:09,ElixirTeSS/ckanext-tess,https://github.com/ElixirTeSS/ckanext-tess,0,0,No releases,No releases,1,0,3,FALSE
2025-07-10 12:49:14,ElixirTeSS/ckanext-tessrelations,https://github.com/ElixirTeSS/ckanext-tessrelations,0,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:38:03,Engerrs/ckanext-spatialingestor,https://github.com/Engerrs/ckanext-spatialingestor,2,0,No releases,No releases,0,0,0,FALSE
2025-07-10 12:28:27,EnviDat/ckanext-composite,https://github.com/EnviDat/ckanext-composite,20,0,No releases,No releases,5,2,5,FALSE
2025-07-10 12:40:47,EnviDat/ckanext-envidat_schema,https://github.com/EnviDat/ckanext-envidat_schema,1,0,No releases,No releases,3,0,1,FALSE
2025-07-10 12:39:59,EnviDat/ckanext-envidat_theme,https://github.com/EnviDat/ckanext-envidat_theme,0,0,No releases,No releases,4,0,2,FALSE
2025-07-10 12:42:36,EnviDat/ckanext-package_converter,https://github.com/EnviDat/ckanext-package_converter,1,1,v1.0.0,2017-07-14,2,0,3,FALSE
2025-07-10 12:41:09,EnviDat/ckanext-passwordless,https://github.com/EnviDat/ckanext-passwordless,0,0,No releases,No releases,2,0,2,FALSE
2025-07-10 12:42:37,EnviDat/ckanext-passwordless_api,https://github.com/EnviDat/ckanext-passwordless_api,0,0,No releases,No releases,2,0,1,FALSE
2025-07-10 12:28:13,EnviDat/ckanext-restricted,https://github.com/EnviDat/ckanext-restricted,27,2,0.0.4,2017-09-05,8,4,4,FALSE
2025-07-10 12:43:27,GSA/ckanext-collections,https://github.com/GSA/ckanext-collections,0,0,No releases,No releases,0,0,0,FALSE
2025-07-10 12:37:33,GSA/ckanext-datagovcatalog,https://github.com/GSA/ckanext-datagovcatalog,4,0,No releases,No releases,0,1,9,FALSE
2025-07-10 12:28:01,GSA/ckanext-datagovtheme,https://github.com/GSA/ckanext-datagovtheme,24,0,No releases,No releases,21,3,24,FALSE
2025-07-10 12:31:10,GSA/ckanext-dcat_usmetadata,https://github.com/GSA/ckanext-dcat_usmetadata,8,0,No releases,No releases,4,18,20,FALSE
2025-07-10 12:33:23,GSA/ckanext-extlink,https://github.com/GSA/ckanext-extlink,4,0,No releases,No releases,3,0,1,FALSE
2025-07-10 12:27:30,GSA/ckanext-geodatagov,https://github.com/GSA/ckanext-geodatagov,47,0,No releases,No releases,41,18,30,FALSE
2025-07-10 12:32:36,GSA/ckanext-googleanalyticsbasic,https://github.com/GSA/ckanext-googleanalyticsbasic,5,1,Release1.27,2015-03-16,1,0,8,FALSE
2025-07-10 12:56:11,GSA/ckanext-metrics_dashboard,https://github.com/GSA/ckanext-metrics_dashboard,3,0,No releases,No releases,1,0,6,FALSE
2025-07-10 12:56:09,GSA/ckanext-react_usmetadata,https://github.com/GSA/ckanext-react_usmetadata,3,0,No releases,No releases,0,1,1,FALSE
2025-07-10 12:28:37,GSA/ckanext-saml2,https://github.com/GSA/ckanext-saml2,35,0,No releases,No releases,2,6,13,FALSE
2025-07-10 12:57:12,GSA/ckanext-usmetadata,https://github.com/GSA/ckanext-usmetadata,26,7,Release1.30,2015-06-16,25,1,15,FALSE
2025-07-10 12:46:45,GeoinformationSystems/ckanext-klimakonform,https://github.com/GeoinformationSystems/ckanext-klimakonform,1,0,No releases,No releases,0,0,3,FALSE
2025-07-10 12:28:52,GovDataOfficial/ckanext-dcatde,https://github.com/GovDataOfficial/ckanext-dcatde,12,50,6.9.0,2025-03-24,11,10,3,FALSE
2025-07-10 12:44:35,GovDataOfficial/ckanext-searchindexhook,https://github.com/GovDataOfficial/ckanext-searchindexhook,1,18,6.7.0,2024-03-25,1,0,3,FALSE
2025-07-10 12:45:29,HELIX-GR/ckanext-helixtheme,https://github.com/HELIX-GR/ckanext-helixtheme,0,0,No releases,No releases,0,0,2,FALSE
2025-07-10 12:27:28,HHS/ckanext-datajson,https://github.com/HHS/ckanext-datajson,81,1,v0.1,2014-11-14,19,7,5,FALSE
2025-07-10 12:34:47,Helsingin-kaupungin-tietokeskus/ckanext-hrifi,https://github.com/Helsingin-kaupungin-tietokeskus/ckanext-hrifi,2,0,No releases,No releases,4,0,0,FALSE
2025-07-10 12:34:26,Helsingin-kaupungin-tietokeskus/ckanext-multiedit,https://github.com/Helsingin-kaupungin-tietokeskus/ckanext-multiedit,3,0,No releases,No releases,1,1,0,FALSE
2025-07-10 12:45:13,Honlan/ckanext-mytheme,https://github.com/Honlan/ckanext-mytheme,0,0,No releases,No releases,1,0,1,FALSE
2025-07-10 12:30:02,IATI/ckanext-iati,https://github.com/IATI/ckanext-iati,6,6,v1.1.9,2018-03-26,10,51,34,FALSE
2025-07-10 12:48:16,JVickery-TBS/ckanext-development,https://github.com/JVickery-TBS/ckanext-development,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:49:45,JoNoteJoMaMa/ckanext-statscharts,https://github.com/JoNoteJoMaMa/ckanext-statscharts,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:47:04,L-Har/ckanext-wms,https://github.com/L-Har/ckanext-wms,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:42:44,LeeDongHoon/ckanextcustomfields,https://github.com/LeeDongHoon/ckanextcustomfields,0,0,No releases,No releases,0,0,0,FALSE
2025-07-10 12:47:59,MandanaMoshref/ckanext-userautoaddgroup,https://github.com/MandanaMoshref/ckanext-userautoaddgroup,1,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:46:41,MartinHowitt/ckanext-gdl,https://github.com/MartinHowitt/ckanext-gdl,0,0,No releases,No releases,0,0,0,FALSE
2025-07-10 12:45:57,Mat-O-Lab/ckanext-chat,https://github.com/Mat-O-Lab/ckanext-chat,1,6,v0.1.5-alpha,2025-07-07,11,0,1,FALSE
2025-07-10 12:45:56,Mat-O-Lab/ckanext-csvtocsvw,https://github.com/Mat-O-Lab/ckanext-csvtocsvw,0,3,v1.0.3,2025-05-13,0,1,1,FALSE
2025-07-10 12:47:11,Mat-O-Lab/ckanext-csvwmapandtransform,https://github.com/Mat-O-Lab/ckanext-csvwmapandtransform,1,3,v1.0.2,2025-05-14,1,0,1,FALSE
2025-07-10 12:44:39,Mazen-B/ckanext-gitimport,https://github.com/Mazen-B/ckanext-gitimport,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:44:27,MrMedAli/ckanext-long,https://github.com/MrMedAli/ckanext-long,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:44:17,N-Krenn/ckanext-linkorgs,https://github.com/N-Krenn/ckanext-linkorgs,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:48:13,Nateem/ckanext-reqform,https://github.com/Nateem/ckanext-reqform,0,0,No releases,No releases,0,0,1,FALSE
2025-07-10 12:48:25,NaturalHistoryMuseum/ckanext-attribution,https://github.com/NaturalHistoryMuseum/ckanext-attribution,0,25,v1.2.14,2025-06-09,0,6,3,FALSE
2025-07-10 12:32:12,NaturalHistoryMuseum/ckanext-ckanpackager,https://github.com/NaturalHistoryMuseum/ckanext-ckanpackager,3,23,v3.0.0,2023-07-18,6,0,5,FALSE
2025-07-10 12:28:24,NaturalHistoryMuseum/ckanext-contact,https://github.com/NaturalHistoryMuseum/ckanext-contact,24,20,v2.4.4,2025-06-09,5,5,5,FALSE
2025-07-10 12:37:12,NaturalHistoryMuseum/ckanext-datasolr,https://github.com/NaturalHistoryMuseum/ckanext-datasolr,1,6,v1.0.5,2018-02-28,6,0,4,FALSE
2025-07-10 12:31:06,NaturalHistoryMuseum/ckanext-dataspatial,https://github.com/NaturalHistoryMuseum/ckanext-dataspatial,4,1,v0.0.1,2017-09-21,8,1,3,FALSE
2025-07-10 12:39:37,NaturalHistoryMuseum/ckanext-dev,https://github.com/NaturalHistoryMuseum/ckanext-dev,1,0,No releases,No releases,4,0,3,FALSE
2025-07-10 12:28:06,NaturalHistoryMuseum/ckanext-doi,https://github.com/NaturalHistoryMuseum/ckanext-doi,21,32,v4.0.2,2025-06-09,24,13,8,FALSE
2025-07-10 12:31:55,NaturalHistoryMuseum/ckanext-gallery,https://github.com/NaturalHistoryMuseum/ckanext-gallery,4,22,v3.0.5,2025-06-16,4,1,6,FALSE
2025-07-10 12:39:41,NaturalHistoryMuseum/ckanext-gbif,https://github.com/NaturalHistoryMuseum/ckanext-gbif,1,19,v2.1.12,2025-06-09,4,0,5,FALSE
2025-07-10 12:34:45,NaturalHistoryMuseum/ckanext-graph,https://github.com/NaturalHistoryMuseum/ckanext-graph,2,16,v2.1.12,2025-06-09,4,1,5,FALSE
